Sort Code,person_age,person_income,person_home_ownership,person_emp_length,home_ownership,mortgage_debt,rent,li_debt_consolidation,li_education,li_home_improvement,li_medical,li_personal,li_venture,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
447,24,18000,OWN,0,1,0,0,0,0,1,0,0,0,A,6250,6.54,1,0.35,0,4
490,24,18287,OWN,3,1,0,0,0,0,1,0,0,0,B,3000,11.99,1,0.16,0,3
848,24,22800,OWN,3,1,0,0,0,0,1,0,0,0,B,4750,11.36,0,0.21,0,3
1096,24,24468,OWN,,1,0,0,0,0,1,0,0,0,B,5000,10.75,0,0.2,0,3
1181,25,25000,OWN,5,1,0,0,0,0,1,0,0,0,C,2000,14.17,0,0.08,0,3
2019,24,30000,OWN,7,1,0,0,0,0,1,0,0,0,C,10000,12.61,0,0.33,0,3
2024,24,30000,OWN,7,1,0,0,0,0,1,0,0,0,A,15250,6.54,0,0.51,0,3
2843,26,35000,OWN,3,1,0,0,0,0,1,0,0,0,A,4800,6.03,0,0.14,0,2
3596,25,37560,OWN,4,1,0,0,0,0,1,0,0,0,B,5000,10.99,0,0.13,0,3
4256,26,40000,OWN,0,1,0,0,0,0,1,0,0,0,B,10000,11.86,0,0.25,0,4
4322,24,40000,OWN,1,1,0,0,0,0,1,0,0,0,A,9000,8.94,0,0.23,0,3
4328,24,40000,OWN,8,1,0,0,0,0,1,0,0,0,C,7500,13.22,0,0.19,0,3
4508,26,41000,OWN,7,1,0,0,0,0,1,0,0,0,D,9000,,0,0.22,0,4
4525,24,41000,OWN,9,1,0,0,0,0,1,0,0,0,D,10000,15.33,0,0.24,0,4
4862,25,42000,OWN,9,1,0,0,0,0,1,0,0,0,A,8000,9.63,0,0.19,0,2
4889,25,42240,OWN,10,1,0,0,0,0,1,0,0,0,A,8000,6.62,0,0.19,0,4
5119,26,43873,OWN,,1,0,0,0,0,1,0,0,0,D,17500,16.32,0,0.4,0,3
5408,24,45000,OWN,8,1,0,0,0,0,1,0,0,0,A,10000,,0,0.22,0,3
5594,25,45000,OWN,1,1,0,0,0,0,1,0,0,0,C,9000,11.03,0,0.2,0,2
5657,26,45608,OWN,8,1,0,0,0,0,1,0,0,0,A,11000,6.62,0,0.24,0,2
5678,25,45996,OWN,0,1,0,0,0,0,1,0,0,0,A,3850,,0,0.08,0,2
5681,26,45996,OWN,5,1,0,0,0,0,1,0,0,0,A,9225,,0,0.2,0,2
5795,25,40800,OWN,5,1,0,0,0,0,1,0,0,0,E,7000,19.03,1,0.17,0,4
6349,25,49000,OWN,4,1,0,0,0,0,1,0,0,0,A,2500,6.76,0,0.05,0,4
6377,26,49200,OWN,11,1,0,0,0,0,1,0,0,0,B,10750,11.11,0,0.22,0,3
6389,26,49441,OWN,11,1,0,0,0,0,1,0,0,0,A,12000,6.99,0,0.24,0,4
6476,25,50000,OWN,2,1,0,0,0,0,1,0,0,0,B,20000,11.71,0,0.4,0,4
6497,24,50000,OWN,7,1,0,0,0,0,1,0,0,0,B,20000,12.69,0,0.4,0,2
6722,26,50000,OWN,11,1,0,0,0,0,1,0,0,0,B,1800,11.49,0,0.04,0,4
6956,25,50400,OWN,0,1,0,0,0,0,1,0,0,0,D,6000,14.59,0,0.12,0,2
6989,25,50988,OWN,9,1,0,0,0,0,1,0,0,0,B,4200,9.99,0,0.08,0,3
7037,24,51000,OWN,8,1,0,0,0,0,1,0,0,0,A,9000,7.14,0,0.18,0,3
7101,26,51500,OWN,10,1,0,0,0,0,1,0,0,0,A,15000,6.92,0,0.29,0,2
7122,26,51600,OWN,10,1,0,0,0,0,1,0,0,0,B,15000,9.88,0,0.29,0,3
7128,26,51700,OWN,2,1,0,0,0,0,1,0,0,0,A,13200,7.51,0,0.26,0,4
7397,25,53000,OWN,4,1,0,0,0,0,1,0,0,0,B,7200,9.91,0,0.14,0,3
7405,26,53000,OWN,2,1,0,0,0,0,1,0,0,0,B,2500,9.91,0,0.05,0,2
7463,24,53000,OWN,3,1,0,0,0,0,1,0,0,0,A,9800,7.51,0,0.18,0,4
7677,25,54000,OWN,5,1,0,0,0,0,1,0,0,0,B,8000,11.83,0,0.15,0,3
7735,26,54578,OWN,10,1,0,0,0,0,1,0,0,0,B,24250,12.18,0,0.44,0,4
8103,26,55316,OWN,10,1,0,0,0,0,1,0,0,0,A,6000,5.42,0,0.11,0,3
8597,25,59000,OWN,6,1,0,0,0,0,1,0,0,0,A,5000,6.17,0,0.08,0,2
8924,25,60000,OWN,9,1,0,0,0,0,1,0,0,0,A,5000,7.29,0,0.08,0,4
8947,25,60000,OWN,4,1,0,0,0,0,1,0,0,0,A,6500,6.17,0,0.11,0,3
9651,24,63000,OWN,0,1,0,0,0,0,1,0,0,0,A,17600,8.94,0,0.28,0,4
10452,25,68000,OWN,8,1,0,0,0,0,1,0,0,0,B,6000,12.42,0,0.09,0,4
10725,25,70000,OWN,9,1,0,0,0,0,1,0,0,0,B,10000,,0,0.14,0,2
10897,25,70000,OWN,4,1,0,0,0,0,1,0,0,0,D,12000,14.59,0,0.17,0,2
10920,25,70000,OWN,9,1,0,0,0,0,1,0,0,0,A,5000,8.59,0,0.07,0,3
11020,24,71000,OWN,,1,0,0,0,0,1,0,0,0,A,10000,5.79,0,0.14,0,3
11118,24,72000,OWN,8,1,0,0,0,0,1,0,0,0,A,9000,7.49,0,0.13,0,4
11509,24,75000,OWN,8,1,0,0,0,0,1,0,0,0,B,29800,,0,0.4,0,4
11936,24,78000,OWN,6,1,0,0,0,0,1,0,0,0,B,4500,12.69,0,0.06,0,3
12379,24,80004,OWN,8,1,0,0,0,0,1,0,0,0,B,25000,10.36,0,0.31,0,3
12449,25,39000,OWN,2,1,0,0,0,0,1,0,0,0,D,4400,14.84,0,0.11,0,2
12508,26,38400,OWN,,1,0,0,0,0,1,0,0,0,B,7000,12.69,0,0.18,0,2
12687,24,38000,OWN,2,1,0,0,0,0,1,0,0,0,C,5000,12.53,0,0.13,0,3
12794,24,85000,OWN,4,1,0,0,0,0,1,0,0,0,D,6250,14.91,0,0.07,0,2
13142,24,89000,OWN,7,1,0,0,0,0,1,0,0,0,D,15000,17.58,0,0.17,0,4
13359,25,90000,OWN,9,1,0,0,0,0,1,0,0,0,A,10000,8,0,0.11,0,4
13455,26,92000,OWN,3,1,0,0,0,0,1,0,0,0,B,22500,10.99,0,0.24,0,2
13883,26,97333,OWN,3,1,0,0,0,0,1,0,0,0,A,10000,5.99,0,0.1,0,2
13896,24,98000,OWN,8,1,0,0,0,0,1,0,0,0,A,12000,6.03,0,0.12,0,3
13949,24,32000,OWN,3,1,0,0,0,0,1,0,0,0,B,15000,,0,0.47,0,3
14086,25,100000,OWN,2,1,0,0,0,0,1,0,0,0,A,15000,6.17,0,0.15,0,4
14129,24,100000,OWN,2,1,0,0,0,0,1,0,0,0,B,24000,10.99,0,0.24,0,4
14184,25,100505,OWN,9,1,0,0,0,0,1,0,0,0,B,35000,11.99,0,0.35,0,3
14302,25,104000,OWN,2,1,0,0,0,0,1,0,0,0,A,10000,6.92,0,0.1,0,2
14330,26,105000,OWN,10,1,0,0,0,0,1,0,0,0,B,4800,11.71,0,0.05,0,4
14390,25,30000,OWN,3,1,0,0,0,0,1,0,0,0,B,11500,11.36,0,0.38,0,4
14463,24,30000,OWN,6,1,0,0,0,0,1,0,0,0,B,7500,10.96,0,0.25,0,4
14669,24,28000,OWN,6,1,0,0,0,0,1,0,0,0,B,10000,10.37,0,0.36,0,2
14802,24,115000,OWN,8,1,0,0,0,0,1,0,0,0,A,10000,7.51,0,0.09,0,3
14856,26,26400,OWN,8,1,0,0,0,0,1,0,0,0,A,8000,5.79,0,0.3,0,4
14898,24,119500,OWN,8,1,0,0,0,0,1,0,0,0,B,3500,12.18,0,0.03,0,2
15137,25,123996,OWN,9,1,0,0,0,0,1,0,0,0,A,10000,6.54,0,0.08,0,3
15160,25,24000,OWN,7,1,0,0,0,0,1,0,0,0,A,6000,5.42,0,0.25,0,3
15170,24,125000,OWN,3,1,0,0,0,0,1,0,0,0,B,28000,9.91,0,0.22,0,3
15547,24,20000,OWN,2,1,0,0,0,0,1,0,0,0,A,3000,8.94,0,0.15,0,2
15568,21,19800,OWN,4,1,0,0,0,0,1,0,0,0,D,6800,14.59,1,0.34,0,2
15690,21,18000,OWN,5,1,0,0,0,0,1,0,0,0,A,6500,7.4,1,0.36,0,3
15939,23,9000,OWN,4,1,0,0,0,0,1,0,0,0,C,2000,13.35,1,0.22,0,2
16431,24,60000,OWN,9,1,0,0,0,0,1,0,0,0,B,15000,11.83,0,0.25,0,3
16956,26,12000,OWN,2,1,0,0,0,0,1,0,0,0,A,6100,7.51,1,0.51,0,4
16991,25,24000,OWN,7,1,0,0,0,0,1,0,0,0,A,6000,5.42,0,0.25,0,4
17157,24,47211,OWN,8,1,0,0,0,0,1,0,0,0,B,10000,11.83,0,0.21,0,3
17338,24,42000,OWN,8,1,0,0,0,0,1,0,0,0,A,8000,6.62,0,0.19,0,2
17438,24,62500,OWN,8,1,0,0,0,0,1,0,0,0,C,6500,13.22,0,0.1,0,3
17578,23,19200,OWN,,1,0,0,0,0,1,0,0,0,A,6000,6.54,1,0.31,0,4
17605,25,98000,OWN,0,1,0,0,0,0,1,0,0,0,A,2000,7.37,0,0.02,0,3
17846,30,10200,OWN,,1,0,0,0,0,1,0,0,0,B,5500,10.36,1,0.54,0,8
17929,34,12000,OWN,0,1,0,0,0,0,1,0,0,0,B,3250,10.99,1,0.27,0,5
17935,29,12000,OWN,0,1,0,0,0,0,1,0,0,0,B,4500,11.14,1,0.38,0,6
18083,30,14400,OWN,0,1,0,0,0,0,1,0,0,0,D,9250,14.96,1,0.64,0,10
18130,35,15000,OWN,3,1,0,0,0,0,1,0,0,0,A,3700,9.32,1,0.25,0,6
18201,33,16620,OWN,,1,0,0,0,0,1,0,0,0,A,3000,5.99,1,0.18,0,6
18330,30,20000,OWN,14,1,0,0,0,0,1,0,0,0,A,3800,6.99,0,0.19,0,5
18368,33,20640,OWN,0,1,0,0,0,0,1,0,0,0,D,6250,14.84,0,0.3,0,7
18415,28,21600,OWN,11,1,0,0,0,0,1,0,0,0,B,8000,11.49,0,0.37,0,5
18421,27,21600,OWN,11,1,0,0,0,0,1,0,0,0,B,4000,10.62,0,0.19,0,9
18459,28,22200,OWN,,1,0,0,0,0,1,0,0,0,B,2500,11.49,0,0.11,0,5
18583,34,24000,OWN,4,1,0,0,0,0,1,0,0,0,C,2400,13.98,0,0.1,0,9
18606,31,24000,OWN,1,1,0,0,0,0,1,0,0,0,A,1200,8.94,0,0.05,0,5
18681,29,25000,OWN,9,1,0,0,0,0,1,0,0,0,B,2500,9.62,0,0.1,0,5
18807,30,27000,OWN,,1,0,0,0,0,1,0,0,0,A,4200,7.88,0,0.16,0,9
18858,29,27996,OWN,5,1,0,0,0,0,1,0,0,0,A,1800,5.42,0,0.06,0,6
18938,30,29004,OWN,6,1,0,0,0,0,1,0,0,0,C,6250,,0,0.22,0,8
19088,28,30000,OWN,1,1,0,0,0,0,1,0,0,0,C,7500,12.98,0,0.25,0,8
19191,31,30016,OWN,3,1,0,0,0,0,1,0,0,0,A,11000,8.94,0,0.37,0,10
19220,27,31000,OWN,3,1,0,0,0,0,1,0,0,0,B,5500,10.65,0,0.18,0,7
19584,29,35000,OWN,,1,0,0,0,0,1,0,0,0,A,8300,7.9,0,0.24,0,7
19840,29,36000,OWN,4,1,0,0,0,0,1,0,0,0,A,5300,7.14,0,0.15,0,6
19935,27,37000,OWN,5,1,0,0,0,0,1,0,0,0,B,8000,10.99,0,0.22,0,10
20233,27,39600,OWN,7,1,0,0,0,0,1,0,0,0,A,9900,6.54,0,0.25,0,5
20677,31,42000,OWN,0,1,0,0,0,0,1,0,0,0,B,7200,9.99,0,0.17,0,8
20832,30,43200,OWN,6,1,0,0,0,0,1,0,0,0,B,2000,10.99,0,0.05,0,9
20855,29,43800,OWN,13,1,0,0,0,0,1,0,0,0,A,4800,7.05,0,0.11,0,7
21386,33,48000,OWN,2,1,0,0,0,0,1,0,0,0,A,4750,,0,0.1,0,8
21416,33,48000,OWN,11,1,0,0,0,0,1,0,0,0,B,10000,9.99,0,0.21,0,8
21418,31,48000,OWN,0,1,0,0,0,0,1,0,0,0,B,1600,9.99,0,0.03,0,8
21448,28,48000,OWN,1,1,0,0,0,0,1,0,0,0,D,12000,14.54,0,0.25,0,10
21487,35,48000,OWN,6,1,0,0,0,0,1,0,0,0,C,4200,13.61,0,0.09,0,7
21498,31,48000,OWN,0,1,0,0,0,0,1,0,0,0,B,20000,10.62,0,0.42,0,7
21667,29,50000,OWN,3,1,0,0,0,0,1,0,0,0,B,4200,9.91,0,0.08,0,5
21686,27,50000,OWN,,1,0,0,0,0,1,0,0,0,D,7800,15.99,0,0.16,0,10
21698,32,50000,OWN,16,1,0,0,0,0,1,0,0,0,A,8000,7.49,0,0.16,0,9
21716,29,50000,OWN,8,1,0,0,0,0,1,0,0,0,B,9725,12.12,0,0.19,0,6
21811,31,50000,OWN,1,1,0,0,0,0,1,0,0,0,C,16000,13.85,0,0.32,0,6
21922,28,50343,OWN,11,1,0,0,0,0,1,0,0,0,A,22000,7.49,0,0.44,0,5
21994,27,51000,OWN,3,1,0,0,0,0,1,0,0,0,A,3500,7.88,0,0.07,0,5
22042,28,52000,OWN,6,1,0,0,0,0,1,0,0,0,B,14000,12.42,0,0.27,0,10
22196,34,53000,OWN,9,1,0,0,0,0,1,0,0,0,A,9600,8.94,0,0.18,0,10
22312,27,54000,OWN,2,1,0,0,0,0,1,0,0,0,B,9600,12.18,0,0.18,0,8
22479,33,55000,OWN,4,1,0,0,0,0,1,0,0,0,A,12000,7.51,0,0.22,0,9
22626,33,56100,OWN,13,1,0,0,0,0,1,0,0,0,A,16000,6.03,0,0.29,0,8
22924,30,60000,OWN,3,1,0,0,0,0,1,0,0,0,A,21000,7.9,0,0.35,0,5
22982,27,60000,OWN,4,1,0,0,0,0,1,0,0,0,A,10500,7.49,0,0.17,0,7
23479,29,63000,OWN,13,1,0,0,0,0,1,0,0,0,A,15000,,0,0.24,0,7
23637,30,65000,OWN,1,1,0,0,0,0,1,0,0,0,D,1800,16.49,0,0.03,0,9
23775,28,65000,OWN,0,1,0,0,0,0,1,0,0,0,B,1450,9.76,0,0.02,0,6
23794,27,65004,OWN,1,1,0,0,0,0,1,0,0,0,C,12000,12.09,0,0.18,0,7
23910,32,67000,OWN,12,1,0,0,0,0,1,0,0,0,B,20000,11.83,0,0.3,0,7
24027,28,69000,OWN,11,1,0,0,0,0,1,0,0,0,B,6000,11.86,0,0.09,0,9
24123,34,70000,OWN,0,1,0,0,0,0,1,0,0,0,B,10000,10.99,0,0.14,0,9
24162,27,70000,OWN,2,1,0,0,0,0,1,0,0,0,B,2250,10.36,0,0.03,0,7
24508,28,73500,OWN,12,1,0,0,0,0,1,0,0,0,B,10000,9.88,0,0.14,0,10
24676,33,75000,OWN,5,1,0,0,0,0,1,0,0,0,A,17000,6.54,0,0.23,0,5
24695,29,75000,OWN,3,1,0,0,0,0,1,0,0,0,A,12000,7.51,0,0.16,0,5
24706,27,75000,OWN,3,1,0,0,0,0,1,0,0,0,C,25000,13.85,0,0.33,0,10
24756,27,75000,OWN,11,1,0,0,0,0,1,0,0,0,C,6000,13.47,0,0.08,0,7
24770,27,75000,OWN,0,1,0,0,0,0,1,0,0,0,A,7500,8.38,0,0.1,0,6
24987,27,79200,OWN,1,1,0,0,0,0,1,0,0,0,E,15000,17.14,0,0.19,0,8
25161,33,80000,OWN,12,1,0,0,0,0,1,0,0,0,C,9000,11.97,0,0.11,0,7
25211,34,39000,OWN,5,1,0,0,0,0,1,0,0,0,B,12000,11.99,0,0.31,0,6
25231,29,75840,OWN,5,1,0,0,0,0,1,0,0,0,G,25000,21.27,1,0.33,0,6
25370,35,84000,OWN,4,1,0,0,0,0,1,0,0,0,A,9000,6.76,0,0.11,0,6
25398,27,38000,OWN,11,1,0,0,0,0,1,0,0,0,A,4000,7.68,0,0.11,0,9
25438,27,37404,OWN,,1,0,0,0,0,1,0,0,0,A,6000,5.42,0,0.16,0,6
25593,30,36000,OWN,14,1,0,0,0,0,1,0,0,0,C,4000,13.49,0,0.11,0,10
25796,27,35000,OWN,2,1,0,0,0,0,1,0,0,0,B,6000,11.99,0,0.17,0,10
25932,27,34800,OWN,7,1,0,0,0,0,1,0,0,0,A,9500,7.51,0,0.27,0,10
26038,28,95000,OWN,4,1,0,0,0,0,1,0,0,0,B,25000,9.62,0,0.26,0,8
26193,31,98000,OWN,10,1,0,0,0,0,1,0,0,0,A,5100,6.03,0,0.05,0,6
26209,29,32000,OWN,1,1,0,0,0,0,1,0,0,0,A,2100,6.91,0,0.07,0,5
26229,28,99000,OWN,11,1,0,0,0,0,1,0,0,0,A,8000,,0,0.08,0,7
26281,27,31200,OWN,2,1,0,0,0,0,1,0,0,0,C,6000,14.35,0,0.19,0,7
26318,29,100000,OWN,13,1,0,0,0,0,1,0,0,0,A,10000,6.92,0,0.1,0,7
26321,28,31000,OWN,0,1,0,0,0,0,1,0,0,0,A,1000,7.4,0,0.03,0,8
26422,29,101000,OWN,6,1,0,0,0,0,1,0,0,0,B,12000,12.18,0,0.12,0,8
26424,32,30000,OWN,10,1,0,0,0,0,1,0,0,0,A,17875,6.99,0,0.6,0,5
26533,31,30000,OWN,2,1,0,0,0,0,1,0,0,0,B,2950,10.75,0,0.1,0,7
26545,30,105000,OWN,14,1,0,0,0,0,1,0,0,0,B,15400,11.36,0,0.15,0,10
26656,34,110000,OWN,9,1,0,0,0,0,1,0,0,0,B,20000,,0,0.18,0,9
26682,27,28800,OWN,0,1,0,0,0,0,1,0,0,0,A,13000,6.92,0,0.45,0,10
26685,28,110000,OWN,1,1,0,0,0,0,1,0,0,0,E,5000,17.51,0,0.05,0,10
26789,28,27600,OWN,2,1,0,0,0,0,1,0,0,0,A,6000,8.9,0,0.22,0,8
26799,34,113500,OWN,4,1,0,0,0,0,1,0,0,0,A,3000,6.39,0,0.03,0,8
26914,34,26000,OWN,7,1,0,0,0,0,1,0,0,0,B,6000,12.42,0,0.23,0,8
26930,28,26000,OWN,3,1,0,0,0,0,1,0,0,0,A,2500,7.49,0,0.1,0,8
27056,31,25000,OWN,4,1,0,0,0,0,1,0,0,0,B,3075,11.83,0,0.12,0,5
27215,33,24000,OWN,2,1,0,0,0,0,1,0,0,0,B,1875,,0,0.08,0,9
27512,31,20000,OWN,1,1,0,0,0,0,1,0,0,0,A,5000,8.59,0,0.25,0,8
27576,31,18996,OWN,6,1,0,0,0,0,1,0,0,0,C,7000,,1,0.37,0,8
27585,28,150000,OWN,12,1,0,0,0,0,1,0,0,0,A,8500,6.76,0,0.06,0,8
27663,29,159996,OWN,1,1,0,0,0,0,1,0,0,0,B,10000,11.86,0,0.06,0,7
27711,33,170000,OWN,15,1,0,0,0,0,1,0,0,0,C,21000,14.26,0,0.12,0,5
27770,31,200000,OWN,4,1,0,0,0,0,1,0,0,0,B,23500,10.99,0,0.12,0,5
27849,30,300000,OWN,14,1,0,0,0,0,1,0,0,0,B,35000,10.59,0,0.12,0,10
27869,30,372000,OWN,,1,0,0,0,0,1,0,0,0,B,2400,10.99,0,0.01,0,5
27954,33,66000,OWN,16,1,0,0,0,0,1,0,0,0,A,3500,,0,0.05,0,5
28015,27,39996,OWN,1,1,0,0,0,0,1,0,0,0,B,8000,12.53,0,0.2,0,5
28090,34,28000,OWN,1,1,0,0,0,0,1,0,0,0,B,3000,9.99,0,0.11,0,5
28158,29,75000,OWN,3,1,0,0,0,0,1,0,0,0,A,12000,7.51,0,0.16,0,8
28183,32,44500,OWN,3,1,0,0,0,0,1,0,0,0,A,15000,7.51,0,0.34,0,5
28242,28,209000,OWN,4,1,0,0,0,0,1,0,0,0,D,15000,14.84,0,0.07,0,8
28317,30,38000,OWN,0,1,0,0,0,0,1,0,0,0,B,6000,11.58,0,0.16,0,8
28350,30,105000,OWN,14,1,0,0,0,0,1,0,0,0,B,15400,11.36,0,0.15,0,8
28351,30,49000,OWN,7,1,0,0,0,0,1,0,0,0,B,8500,12.18,0,0.17,0,10
28642,30,28000,OWN,5,1,0,0,0,0,1,0,0,0,B,6300,11.99,0,0.23,0,8
28734,33,135000,OWN,0,1,0,0,0,0,1,0,0,0,A,6275,6.91,0,0.05,0,7
28791,34,48989,OWN,10,1,0,0,0,0,1,0,0,0,A,2400,7.14,0,0.05,0,7
28847,30,50000,OWN,3,1,0,0,0,0,1,0,0,0,A,5000,5.99,0,0.1,0,10
28856,31,42000,OWN,0,1,0,0,0,0,1,0,0,0,B,7200,9.99,0,0.17,0,8
28994,33,21000,OWN,1,1,0,0,0,0,1,0,0,0,B,7750,11.83,0,0.37,0,7
29023,34,38000,OWN,1,1,0,0,0,0,1,0,0,0,A,10000,8.94,0,0.26,0,9
29159,44,12000,OWN,5,1,0,0,0,0,1,0,0,0,B,2000,9.88,1,0.17,0,11
29244,48,16800,OWN,0,1,0,0,0,0,1,0,0,0,B,3300,10.99,1,0.2,0,14
29257,38,17280,OWN,0,1,0,0,0,0,1,0,0,0,D,1000,16.29,0,0.06,0,11
29260,36,17640,OWN,4,1,0,0,0,0,1,0,0,0,A,5875,7.9,1,0.33,0,12
29329,41,21600,OWN,1,1,0,0,0,0,1,0,0,0,C,3500,13.61,0,0.16,0,12
29350,41,23396,OWN,5,1,0,0,0,0,1,0,0,0,B,10000,10.38,0,0.43,0,16
29437,36,27000,OWN,4,1,0,0,0,0,1,0,0,0,A,6000,7.14,0,0.22,0,15
29478,36,28800,OWN,0,1,0,0,0,0,1,0,0,0,B,5375,11.11,0,0.19,0,13
29505,39,29894,OWN,23,1,0,0,0,0,1,0,0,0,B,8000,9.63,0,0.27,0,17
29591,37,32400,OWN,0,1,0,0,0,0,1,0,0,0,D,8000,15.99,0,0.25,0,11
29845,39,40000,OWN,4,1,0,0,0,0,1,0,0,0,A,15000,5.42,0,0.38,0,13
29857,37,40000,OWN,16,1,0,0,0,0,1,0,0,0,B,5000,,0,0.13,0,12
29878,50,40000,OWN,4,1,0,0,0,0,1,0,0,0,A,8000,7.88,0,0.2,0,14
29899,39,40800,OWN,0,1,0,0,0,0,1,0,0,0,A,3500,8.59,0,0.09,0,14
30018,47,44000,OWN,3,1,0,0,0,0,1,0,0,0,B,4000,11.14,0,0.09,0,16
30282,36,50000,OWN,1,1,0,0,0,0,1,0,0,0,B,15200,12.21,0,0.3,0,15
30335,36,51996,OWN,7,1,0,0,0,0,1,0,0,0,B,8500,11.49,0,0.16,0,16
30431,38,55000,OWN,5,1,0,0,0,0,1,0,0,0,A,15600,7.9,0,0.28,0,15
30455,39,55000,OWN,3,1,0,0,0,0,1,0,0,0,C,13000,13.98,0,0.24,0,14
30466,40,55000,OWN,2,1,0,0,0,0,1,0,0,0,B,8000,11.36,0,0.15,0,17
30503,38,57000,OWN,,1,0,0,0,0,1,0,0,0,D,15000,17.27,0,0.26,0,16
30659,37,60000,OWN,15,1,0,0,0,0,1,0,0,0,A,5000,9.32,0,0.08,0,12
30792,38,65000,OWN,12,1,0,0,0,0,1,0,0,0,B,3600,8.88,0,0.06,0,15
30888,37,69000,OWN,12,1,0,0,0,0,1,0,0,0,A,12000,9.32,0,0.17,0,13
30966,41,72000,OWN,1,1,0,0,0,0,1,0,0,0,C,10000,13.49,0,0.14,0,11
31165,40,40000,OWN,12,1,0,0,0,0,1,0,0,0,B,13750,8.88,0,0.34,0,16
31240,38,82000,OWN,4,1,0,0,0,0,1,0,0,0,B,10000,11.99,0,0.12,0,13
31350,36,90000,OWN,4,1,0,0,0,0,1,0,0,0,A,3800,6.03,0,0.04,0,14
31410,47,92000,OWN,0,1,0,0,0,0,1,0,0,0,D,12000,14.11,0,0.13,0,12
31424,40,95000,OWN,12,1,0,0,0,0,1,0,0,0,B,5000,10.65,0,0.05,0,16
31426,39,95000,OWN,6,1,0,0,0,0,1,0,0,0,B,8000,12.69,0,0.08,0,14
31473,37,32000,OWN,8,1,0,0,0,0,1,0,0,0,A,12150,6.62,0,0.38,0,13
31656,40,25920,OWN,2,1,0,0,0,0,1,0,0,0,D,4750,,0,0.18,0,17
31725,39,24000,OWN,0,1,0,0,0,0,1,0,0,0,A,3000,7.74,0,0.13,0,11
31740,39,130000,OWN,13,1,0,0,0,0,1,0,0,0,D,25000,16.07,0,0.19,0,14
31760,45,139380,OWN,4,1,0,0,0,0,1,0,0,0,A,9000,7.51,0,0.06,0,12
31882,40,14400,OWN,10,1,0,0,0,0,1,0,0,0,A,8000,7.14,1,0.56,0,12
31914,37,600000,OWN,11,1,0,0,0,0,1,0,0,0,B,16000,10.25,0,0.03,0,14
32025,38,20004,OWN,2,1,0,0,0,0,1,0,0,0,B,6250,,0,0.31,0,15
32107,36,29500,OWN,4,1,0,0,0,0,1,0,0,0,B,1250,11.83,0,0.04,0,11
32151,36,15000,OWN,2,1,0,0,0,0,1,0,0,0,C,5000,13.92,1,0.33,0,11
32242,37,40000,OWN,1,1,0,0,0,0,1,0,0,0,B,15000,11.48,0,0.38,0,17
26,24,67746,RENT,8,0,0,1,0,0,1,0,0,0,C,33000,12.68,1,0.49,0,3
29,24,65000,RENT,6,0,0,1,0,0,1,0,0,0,B,32500,9.99,1,0.5,0,3
88,24,69000,RENT,2,0,0,1,0,0,1,0,0,0,A,27600,,1,0.4,0,2
109,24,41000,RENT,2,0,0,1,0,0,1,0,0,0,D,25000,,1,0.61,0,3
130,25,50000,RENT,4,0,0,1,0,0,1,0,0,0,A,25000,5.99,1,0.5,0,2
169,25,54000,RENT,3,0,0,1,0,0,1,0,0,0,E,25000,16.82,1,0.46,0,4
205,26,66000,RENT,3,0,0,1,0,0,1,0,0,0,B,25000,11.58,1,0.38,0,4
258,24,87000,RENT,8,0,0,1,0,0,1,0,0,0,D,25000,14.84,0,0.29,0,3
275,25,92000,RENT,6,0,0,1,0,0,1,0,0,0,B,25000,12.69,0,0.27,0,3
336,24,168288,RENT,5,0,0,1,0,0,1,0,0,0,B,1800,11.12,0,0.01,0,3
399,25,115200,RENT,0,0,0,1,0,0,1,0,0,0,B,24250,11.36,0,0.21,0,2
431,24,75000,RENT,7,0,0,1,0,0,1,0,0,0,C,24000,,1,0.32,0,3
457,24,135000,RENT,4,0,0,1,0,0,1,0,0,0,C,24000,13.79,0,0.18,0,2
467,24,43896,RENT,8,0,0,1,0,0,1,0,0,0,B,23975,,1,0.55,0,2
483,24,65000,RENT,0,0,0,1,0,0,1,0,0,0,B,23000,11.99,1,0.35,0,4
495,25,43000,RENT,9,0,0,1,0,0,1,0,0,0,C,22000,13.11,1,0.51,0,2
